"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015174","basic amino acid transmembrane transporter activity","6/1251","21/18662",0.285714285714286,4.26219024780176,4.00930026538928,0.0020289509941536,0.0150320091902621,0.0115672811191853,"SLC7A1/SLC25A15/SLC38A5/SLC7A2/SLC38A4/SLC38A3",6
"GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","10/1251","52/18662",0.192307692307692,2.86878189755888,3.61719029811935,0.00210379697581821,0.0154735792061991,0.0119070736541351,"GSTM2/MB/HBA1/HBA2/HBB/PRDX6/PXDN/PTGS2/GSTA1/CP",10
"GO:0015370","solute:sodium symporter activity","13/1251","79/18662",0.164556962025316,2.45480577563266,3.4733208412762,0.00216730668003263,0.0157129734302365,0.0120912898991294,"SLC4A4/SLC17A4/SLC6A9/SLC1A1/SLC29A1/SLC5A6/SLC38A4/SLC6A6/SLC6A20/SLC38A3/SLC13A5/SLC10A1/SLC22A1",13
"GO:0019199","transmembrane receptor protein kinase activity","13/1251","79/18662",0.164556962025316,2.45480577563266,3.4733208412762,0.00216730668003263,0.0157129734302365,0.0120912898991294,"EPHA10/ACVRL1/LTBP4/SOSTDC1/FGFR2/EPHB4/EPHB3/FGFR4/PDGFRB/NRP2/MET/FGFRL1/EFNA3",13
"GO:0016812","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides","5/1251","15/18662",0.333333333333333,4.97255528910205,4.12567817795099,0.00228596127713752,0.0163397936358773,0.012573634304196,"CAD/DHODH/DPEP1/AMDHD1/DPYS",5
"GO:0140327","flippase activity","5/1251","15/18662",0.333333333333333,4.97255528910205,4.12567817795099,0.00228596127713752,0.0163397936358773,0.012573634304196,"ATP8B1/ATP8A1/TMEM30B/ABCB1/ATP11A",5
"GO:0016836","hydro-lyase activity","11/1251","62/18662",0.17741935483871,2.6466826538769,3.48123656801286,0.00252310886128584,0.0179087796797561,0.0137809847263459,"CA7/CA4/CA1/CA2/CA12/FASN/ECHDC3/CYP1B1/CBS/CYP1A2/CA9",11
"GO:0004029","aldehyde dehydrogenase (NAD+) activity","6/1251","22/18662",0.272727272727273,4.06845432744713,3.8600444281232,0.00263339345259267,0.0184337541681487,0.0141849578353812,"AKR1B10/ALDH1L1/ALDH4A1/ALDH8A1/AKR1C4/ADH4",6
"GO:0005283","amino acid:sodium symporter activity","6/1251","22/18662",0.272727272727273,4.06845432744713,3.8600444281232,0.00263339345259267,0.0184337541681487,0.0141849578353812,"SLC6A9/SLC1A1/SLC38A4/SLC6A6/SLC6A20/SLC38A3",6
"GO:0008097","5S rRNA binding","4/1251","10/18662",0.4,5.96706634692246,4.21135169319353,0.0030419140193903,0.0209890362318676,0.0161512728898582,"TST/RPF2/RRS1/GTF3A",4
"GO:0140272","exogenous protein binding","13/1251","82/18662",0.158536585365854,2.36499580823146,3.32047062534654,0.00304262185522244,0.0209890362318676,0.0161512728898582,"GPR15/ANPEP/ITGB7/CD209/LDLR/SLC7A1/ICAM1/ITGA2/CDK1/CLEC4G/CLDN1/SLC10A1/ALB",13
"GO:0008237","metallopeptidase activity","23/1251","185/18662",0.124324324324324,1.85462872944887,3.13135190165194,0.00308239756330576,0.0209890362318676,0.0161512728898582,"CLCA4/ADAMDEC1/NAALADL1/ANPEP/MMP28/MEP1A/CPM/CPA3/ECE2/MMP14/MMP12/MMP9/CPXM1/ADAMTS2/ADAMTS4/MMP11/DPEP1/KLK7/MMP1/MMP3/CPN1/MMP7/CPB2",23
"GO:0019865","immunoglobulin binding","7/1251","30/18662",0.233333333333333,3.48078870237144,3.64506198984891,0.003107343408164,0.0209890362318676,0.0161512728898582,"MS4A1/PIGR/LGALS3/FCGR3B/FCGR3A/HRG/AMBP",7
"GO:0022858","alanine transmembrane transporter activity","5/1251","16/18662",0.3125,4.66177058353317,3.92773823480305,0.00314318572142254,0.0209890362318676,0.0161512728898582,"SLC36A1/SLC38A5/SLC38A4/SLC6A6/SLC38A3",5
"GO:0036041","long-chain fatty acid binding","5/1251","16/18662",0.3125,4.66177058353317,3.92773823480305,0.00314318572142254,0.0209890362318676,0.0161512728898582,"FABP2/FABP4/S100A9/S100A8/PRR7",5
"GO:0140328","floppase activity","5/1251","16/18662",0.3125,4.66177058353317,3.92773823480305,0.00314318572142254,0.0209890362318676,0.0161512728898582,"ATP8B1/ATP8A1/ABCB1/ATP11A/ABCB4",5
"GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity","6/1251","23/18662",0.260869565217391,3.89156500886247,3.71937380462589,0.00336336721054533,0.0220246304432484,0.016948172972663,"AKR1B10/ALDH1L1/ALDH4A1/ALDH8A1/AKR1C4/ADH4",6
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","6/1251","23/18662",0.260869565217391,3.89156500886247,3.71937380462589,0.00336336721054533,0.0220246304432484,0.016948172972663,"ETHE1/HPDL/PTGS2/TDO2/CDO1/HPD",6
"GO:0017116","single-stranded DNA helicase activity","6/1251","23/18662",0.260869565217391,3.89156500886247,3.71937380462589,0.00336336721054533,0.0220246304432484,0.016948172972663,"MCM7/MCM6/MCM3/CHTF18/MCM2/RFC3",6
"GO:0001540","amyloid-beta binding","13/1251","84/18662",0.154761904761905,2.30868638422595,3.22225570481168,0.00377201339091417,0.0244710697840576,0.0188307324654091,"ITM2C/ITM2A/ACHE/LDLR/PFDN4/ITGA2/MSR1/FBXO2/CLU/TREM2/APOE/MARCO/APOA1",13
"GO:0016769","transferase activity, transferring nitrogenous groups","7/1251","31/18662",0.225806451612903,3.36850519584333,3.53770291394198,0.00378518025231236,0.0244710697840576,0.0188307324654091,"GPT/ABAT/GPT2/PSAT1/AGXT2/TAT/AGXT",7
"GO:0016597","amino acid binding","9/1251","48/18662",0.1875,2.7970623501199,3.34155153104554,0.00413834490421278,0.0265849372011138,0.0204573745431438,"CAD/SHMT2/GLDC/OTC/GNMT/TDO2/TAT/AGXT/CPS1",9
"GO:0015347","sodium-independent organic anion transmembrane transporter activity","5/1251","17/18662",0.294117647058824,4.38754878450181,3.74552826388863,0.00420977411075068,0.0268582220679355,0.020667669976052,"SLCO2A1/SLCO4A1/SLCO1B3/SLC22A7/SLCO1B1",5
"GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","6/1251","24/18662",0.25,3.72941646682654,3.58641075345351,0.00423380840479771,0.0268582220679355,0.020667669976052,"ETHE1/HPDL/PTGS2/TDO2/CDO1/HPD",6
"GO:0016877","ligase activity, forming carbon-sulfur bonds","8/1251","40/18662",0.2,2.98353317346123,3.36620496508657,0.00446596191193367,0.02810981726928,0.0216307849767236,"ACSF2/ACSL1/ACSS3/ACSM5/ACSL6/ACSM2A/SLC27A5/ACSM2B",8
"GO:0015173","aromatic amino acid transmembrane transporter activity","4/1251","11/18662",0.363636363636364,5.42460576992951,3.93463197008076,0.00452821875076132,0.02810981726928,0.0216307849767236,"SLC7A1/SLC38A5/SLC7A5/SLC38A3",4
"GO:0030515","snoRNA binding","7/1251","32/18662",0.21875,3.26323940847322,3.43465651655824,0.00456957620633615,0.02810981726928,0.0216307849767236,"NOP56/NOP58/RRP9/PRKDC/DKC1/DDX21/BYSL",7
"GO:0042910","xenobiotic transmembrane transporter activity","7/1251","32/18662",0.21875,3.26323940847322,3.43465651655824,0.00456957620633615,0.02810981726928,0.0216307849767236,"ABCG2/ABCA8/SLC22A5/ABCB1/SLC43A3/SLC2A1/SLC22A1",7
"GO:0072349","modified amino acid transmembrane transporter activity","7/1251","32/18662",0.21875,3.26323940847322,3.43465651655824,0.00456957620633615,0.02810981726928,0.0216307849767236,"SLC22A5/SLC16A9/SLC25A32/SLC19A2/SLC5A6/SLC6A20/SLC22A1",7
"GO:0008238","exopeptidase activity","15/1251","106/18662",0.141509433962264,2.11099045292068,3.07471828930311,0.00467024972294552,0.028556044992709,0.021974161664081,"NAALADL1/ANPEP/MEP1A/CPM/CPA3/CTSH/AEBP1/MMP14/CPXM1/DPEP1/FAP/F11/CPN1/HPN/CPB2",15
"GO:0016646","oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","5/1251","18/18662",0.277777777777778,4.14379607425171,3.57688787291565,0.00551133449427543,0.0334970330041291,0.0257763012590758,"MTHFD2/PYCR1/MTHFD1/ALDH1L1/MTHFD1L",5
"GO:0015108","chloride transmembrane transporter activity","16/1251","119/18662",0.134453781512605,2.00573658720083,2.95020357177238,0.00588668868587266,0.0355654108104807,0.0273679386273027,"BEST4/CLCA4/SLC26A3/SLC26A2/BEST2/ANO7/CLIC5/FXYD3/CLCN2/SLC1A1/TMC4/ANO1/GABRE/TTYH3/SLC6A6/SLC22A1",16
"GO:0015103","inorganic anion transmembrane transporter activity","20/1251","162/18662",0.123456790123457,1.84168714411187,2.88407526870519,0.00598817075755242,0.035964457508377,0.0276750090445587,"BEST4/CLCA4/SLC26A3/SLC26A2/SLC4A4/SLC17A4/BEST2/ANO7/CLIC5/FXYD3/SLC25A23/CLCN2/SLC1A1/TMC4/ANO1/GABRE/TTYH3/SLC5A6/SLC6A6/SLC22A1",20
"GO:0004222","metalloendopeptidase activity","15/1251","109/18662",0.137614678899083,2.05288979825314,2.95510793395141,0.00606941847228596,0.0361372474830456,0.02780797265483,"CLCA4/ADAMDEC1/MMP28/MEP1A/ECE2/MMP14/MMP12/MMP9/ADAMTS2/ADAMTS4/MMP11/KLK7/MMP1/MMP3/MMP7",15
"GO:0017080","sodium channel regulator activity","8/1251","42/18662",0.19047619047619,2.84146016520117,3.2024428557745,0.0060881471129072,0.0361372474830456,0.02780797265483,"ANK3/FXYD3/SGK2/GPD1L/NEDD4L/FXYD5/PCSK9/AGT",8
"GO:0008499","N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase activity","4/1251","12/18662",0.333333333333333,4.97255528910205,3.68982193934579,0.00643524868878471,0.0370260620026747,0.0284919242996989,"B3GALT5/B3GNT7/B3GALT4/B3GNT8",4
"GO:0016840","carbon-nitrogen lyase activity","4/1251","12/18662",0.333333333333333,4.97255528910205,3.68982193934579,0.00643524868878471,0.0370260620026747,0.0284919242996989,"GGCT/SDS/HAL/FTCD",4
"GO:0061575","cyclin-dependent protein serine/threonine kinase activator activity","4/1251","12/18662",0.333333333333333,4.97255528910205,3.68982193934579,0.00643524868878471,0.0370260620026747,0.0284919242996989,"CKS1B/CCNB1/CCND1/CKS2",4
"GO:0140333","glycerophospholipid flippase activity","4/1251","12/18662",0.333333333333333,4.97255528910205,3.68982193934579,0.00643524868878471,0.0370260620026747,0.0284919242996989,"ATP8B1/ATP8A1/ABCB1/ATP11A",4
"GO:0050750","low-density lipoprotein particle receptor binding","6/1251","26/18662",0.230769230769231,3.44253827707065,3.34068829110345,0.00645676155120535,0.0370260620026747,0.0284919242996989,"CLU/APOE/PCSK9/APOA5/CRP/APOB",6
"GO:0051139","metal cation:proton antiporter activity","6/1251","26/18662",0.230769230769231,3.44253827707065,3.34068829110345,0.00645676155120535,0.0370260620026747,0.0284919242996989,"SLC9A3/SLC9A2/SLC9A1/CHP1/SLC38A5/SLC38A3",6
"GO:0042578","phosphoric ester hydrolase activity","37/1251","361/18662",0.102493074792244,1.52895744346351,2.72032740598616,0.00667829097931241,0.0380812659775399,0.0293039142912466,"ALPI/PHLPP2/SMPDL3A/PDE9A/PTPRH/GDPD3/PLCE1/PLCD1/EYA2/PLCD3/TDP2/PDE5A/SMPD3/CCL5/BDKRB2/PTPRR/PDE3A/SMPDL3B/SGPP2/PDE8A/MTM1/PLCB4/CDKN3/NT5DC2/PSPH/CDC25B/DUSP10/FBP1/PPM1H/DUSP14/EDNRA/ALPL/PTP4A3/GDPD5/PON3/NOTUM/PON1",37
"GO:0016835","carbon-oxygen lyase activity","12/1251","80/18662",0.15,2.23764988009592,2.97358819009801,0.00679904856755357,0.0383905116273836,0.0295418819056455,"CA7/CA4/CA1/CA2/CA12/FASN/HMGA1/ECHDC3/CYP1B1/CBS/CYP1A2/CA9",12
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","10/1251","61/18662",0.163934426229508,2.44551899464035,3.03113184651874,0.0069528735048328,0.0383905116273836,0.0295418819056455,"EPHA10/FGFR2/EPHB4/EPHB3/FGFR4/PDGFRB/NRP2/MET/FGFRL1/EFNA3",10
"GO:0005229","intracellularly calcium-gated chloride channel activity","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"BEST4/CLCA4/ANO7/ANO1/TTYH3",5
"GO:0005520","insulin-like growth factor binding","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"IGFBP6/IGFBP7/IGFBP2/IGFALS/IGFBP1",5
"GO:0015245","fatty acid transmembrane transporter activity","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"FABP2/FABP4/SLC43A3/SLC2A1/SLC27A5",5
"GO:0016004","phospholipase activator activity","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"CCL5/CCL8/CCL3/PDGFRB/APOC2",5
"GO:0016918","retinal binding","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"CRABP2/RBP1/CYP2W1/RBP4/ADH4",5
"GO:0043395","heparan sulfate proteoglycan binding","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"ITGA2/CFH/APOE/COMP/HRG",5
"GO:0141147","intracellularly calcium-gated channel activity","5/1251","19/18662",0.263157894736842,3.92570154402794,3.4200556681891,0.00707293169883817,0.0383905116273836,0.0295418819056455,"BEST4/CLCA4/ANO7/ANO1/TTYH3",5
"GO:0001618","virus receptor activity","12/1251","81/18662",0.148148148148148,2.21002457293425,2.92540777478285,0.00750782127951135,0.0405342478654469,0.0311915083392913,"GPR15/ANPEP/ITGB7/CD209/LDLR/SLC7A1/ICAM1/ITGA2/CDK1/CLEC4G/CLDN1/SLC10A1",12
"GO:0005179","hormone activity","17/1251","133/18662",0.12781954887218,1.906769321385,2.81307234742331,0.00766944832049364,0.0411877780174659,0.0316944063147106,"SST/GUCA2A/GCG/INSL5/PYY/EDN3/VIP/GDF15/REG3A/AGT/IGF2/INHBA/INHBE/INHBC/KNG1/TTR/HAMP",17
"GO:0140326","ATPase-coupled intramembrane lipid transporter activity","6/1251","27/18662",0.222222222222222,3.31503685940137,3.22670563258382,0.00783963267333872,0.0418801429654673,0.0322271880532816,"ATP8B1/ATP8A1/TMEM30B/ABCB1/ATP11A/ABCB4",6
"GO:0051287","NAD binding","9/1251","53/18662",0.169811320754717,2.53318854350482,2.99609952528767,0.00810640330436817,0.0430785306488675,0.0331493593377855,"HPGD/HSD11B2/GPD1L/UGDH/GPD1/PHGDH/SORD/AOX1/ADH4",9
"GO:0008035","high-density lipoprotein particle binding","4/1251","13/18662",0.307692307692308,4.5900510360942,3.47079351837766,0.00880794159398013,0.0458427918276997,0.0352764859073406,"HSPD1/TREM2/APOA1/APOA2",4
"GO:0017154","semaphorin receptor activity","4/1251","13/18662",0.307692307692308,4.5900510360942,3.47079351837766,0.00880794159398013,0.0458427918276997,0.0352764859073406,"PLXNA1/NRP2/MET/TREM2",4
"GO:0061459","L-arginine transmembrane transporter activity","4/1251","13/18662",0.307692307692308,4.5900510360942,3.47079351837766,0.00880794159398013,0.0458427918276997,0.0352764859073406,"SLC7A1/SLC25A15/SLC7A2/SLC38A4",4
"GO:0070700","BMP receptor binding","4/1251","13/18662",0.307692307692308,4.5900510360942,3.47079351837766,0.00880794159398013,0.0458427918276997,0.0352764859073406,"BMP3/BMP2/NEO1/BMP7",4
"GO:0001972","retinoic acid binding","5/1251","20/18662",0.25,3.72941646682654,3.27357885569732,0.00891875416942687,0.0458427918276997,0.0352764859073406,"UGT1A8/CRABP2/CYP2W1/UGT1A1/SERPINA5",5
"GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","5/1251","20/18662",0.25,3.72941646682654,3.27357885569732,0.00891875416942687,0.0458427918276997,0.0352764859073406,"MAOA/IL4I1/LOXL2/GLDC/ASPDH",5
"GO:0008509","monoatomic anion transmembrane transporter activity","18/1251","146/18662",0.123287671232877,1.83916428501035,2.72856363828169,0.00894273180481235,0.0458427918276997,0.0352764859073406,"BEST4/CLCA4/SLC26A3/SLC26A2/SLC4A4/BEST2/ANO7/CLIC5/FXYD3/CLCN2/SLC1A1/TMC4/ANO1/GABRE/TTYH3/SLC5A6/SLC6A6/SLC22A1",18
